Wavelength  Flux
#[Angstrom]  [Flux per Angstrom]
6322.47         130.6424
6323.47         131.0372
6324.47          132.741
6325.47         134.0378
6326.47         135.0725
6327.47         135.9218
6328.47         135.8531
6329.47         136.1474
6330.47         137.2203
6331.47         137.9734
6332.47         137.4828
6333.47         136.9472
6334.47         135.7129
6335.47         132.1131
6336.47         130.3479
6337.47          132.675
6338.47         135.9281
6339.47         135.6304
6340.47         133.2048
6341.47         132.0297
6342.47         132.5033
6343.47          131.935
6344.47         130.8357
6345.47         131.3945
6346.47         132.6265
6347.47         134.1465
6348.47         135.0206
6349.47         133.9981
6350.47         132.5501
6351.47         132.5997
6352.47          133.631
6353.47         132.7858
6354.47         131.1721
6355.47         131.2825
6356.47         132.5321
6357.47         131.3146
6358.47         128.9109
6359.47         129.4057
6360.47         133.0334
6361.47         135.9895
6362.47         137.4297
6363.47         139.1747
6364.47         136.9842
6365.47         133.8641
6366.47         135.4361
6367.47         138.9477
6368.47         139.4655
6369.47         137.2444
6370.47         136.6403
6371.47         136.4851
6372.47         135.7014
6373.47         134.4907
6374.47         132.8904
6375.47           134.58
6376.47         138.1293
6377.47         137.9277
6378.47         136.9701
6379.47          136.804
6380.47         135.5822
6381.47         133.4085
6382.47         134.1009
6383.47         138.5212
6384.47         142.2051
6385.47         141.2166
6386.47         137.8511
6387.47         136.4975
6388.47         136.8942
6389.47         136.5252
6390.47         135.4624
6391.47         136.0329
6392.47         136.9369
6393.47         137.6633
6394.47         138.5624
6395.47         138.9534
6396.47         140.0612
6397.47         141.0967
6398.47         138.7467
6399.47          133.361
6400.47         129.6405
6401.47          131.221
6402.47         136.1103
6403.47          139.935
6404.47         140.2702
6405.47         138.2718
6406.47          136.749
6407.47         136.4875
6408.47         136.6735
6409.47         137.1541
6410.47         136.6059
6411.47         136.5765
6412.47         138.9324
6413.47          137.841
6414.47         134.3232
6415.47         134.0101
6416.47         136.4661
6417.47         137.7463
6418.47          137.321
6419.47         137.9525
6420.47         138.0289
6421.47         137.1122
6422.47         136.3426
6423.47         135.9442
6424.47         136.8253
6425.47         139.1989
6426.47         141.1275
6427.47         139.6837
6428.47          136.705
6429.47         135.6378
6430.47         135.9651
6431.47         135.3538
6432.47         134.3166
6433.47         135.7711
6434.47         138.7157
6435.47         140.6377
6436.47         139.6125
6437.47         135.6322
6438.47         132.3729
6439.47         133.4566
6440.47         138.0315
6441.47         139.6066
6442.47          137.566
6443.47         136.6136
6444.47         138.4935
6445.47         141.2302
6446.47         140.2672
6447.47         134.2507
6448.47         130.3953
6449.47         129.8266
6450.47           130.11
6451.47         133.0296
6452.47         136.0813
6453.47         136.0754
6454.47         133.8967
6455.47         133.3375
6456.47         134.7518
6457.47         135.8375
6458.47         135.8051
6459.47         135.9055
6460.47         136.7717
6461.47         137.0989
6462.47         135.8372
6463.47         135.1889
6464.47         136.8095
6465.47         138.3624
6466.47         139.2119
6467.47         139.4634
6468.47         139.0527
6469.47         138.8862
6470.47         137.5266
6471.47         134.8702
6472.47         134.9337
6473.47         136.8077
6474.47         137.6738
6475.47         137.1387
6476.47         137.1219
6477.47         138.3717
6478.47         139.0524
6479.47         137.2072
6480.47         136.5767
6481.47         137.4192
6482.47         135.7537
6483.47         134.4614
6484.47         135.8279
6485.47          137.652
6486.47         136.2093
6487.47         134.7363
6488.47          134.815
6489.47          133.334
6490.47         131.2661
6491.47         130.2656
6492.47         129.8569
6493.47         128.2323
6494.47          126.389
6495.47         126.1891
6496.47         127.7753
6497.47         129.4099
6498.47         130.2014
6499.47         131.5474
6500.47         134.8921
6501.47          136.282
6502.47           134.61
6503.47         134.2607
6504.47         137.4535
6505.47         139.4305
6506.47          137.412
6507.47         137.3915
6508.47         137.2754
6509.47         135.9421
6510.47         136.7409
6511.47         137.5379
6512.47         137.3378
6513.47         137.0533
6514.47         136.5586
6515.47         134.9076
6516.47         133.1815
6517.47         133.5437
6518.47         134.8144
6519.47         136.9198
6520.47         138.6415
6521.47          136.175
6522.47         133.7053
6523.47         134.7976
6524.47         136.6584
6525.47         136.2792
6526.47         135.2732
6527.47         136.4576
6528.47         138.6626
6529.47         138.5971
6530.47         136.4807
6531.47         134.8314
6532.47           131.61
6533.47         130.0025
6534.47         132.2329
6535.47         132.7653
6536.47         134.0201
6537.47         137.4345
6538.47         140.1594
6539.47         143.7295
6540.47         145.6387
6541.47         144.7133
6542.47         149.0022
6543.47         165.7163
6544.47         201.2363
6545.47         250.8449
6546.47         286.3995
6547.47         298.7973
6548.47         287.7376
6549.47         244.8679
6550.47         196.2081
6551.47         165.4761
6552.47         150.0308
6553.47         144.0876
6554.47         144.0612
6555.47         151.2348
6556.47         174.5073
6557.47         236.5342
6558.47         363.0707
6559.47         551.5424
6560.47         740.3516
6561.47         859.7424
6562.47         869.3217
6563.47         764.1245
6564.47         562.4241
6565.47         348.6051
6566.47         222.1764
6567.47         169.9404
6568.47         151.2897
6569.47         143.6196
6570.47         139.9965
6571.47         136.2131
6572.47         134.5658
6573.47         140.3412
6574.47         149.0084
6575.47         159.1337
6576.47         171.5597
6577.47         188.3272
6578.47         228.4848
6579.47         309.4506
6580.47           422.21
6581.47         527.8853
6582.47         585.7103
6583.47          571.603
6584.47         485.0875
6585.47         354.3594
6586.47         237.1178
6587.47         179.1737
6588.47         158.1134
6589.47         148.0137
6590.47         142.1629
6591.47         137.9178
6592.47         135.2243
6593.47         133.9787
6594.47         133.7404
6595.47         135.0373
6596.47         136.5647
6597.47         137.3105
6598.47         138.6432
6599.47         139.5525
6600.47         140.5305
6601.47         142.5792
6602.47         141.4097
6603.47         137.1349
6604.47         134.2069
6605.47          134.664
6606.47         134.7198
6607.47         133.7356
6608.47         135.4223
6609.47         138.6586
6610.47         138.9995
6611.47         135.7308
6612.47         134.7947
6613.47         138.3471
6614.47         142.7401
6615.47         143.1732
6616.47         140.2919
6617.47         137.7148
6618.47          138.401
6619.47         142.0153
6620.47         142.7571
6621.47         139.1259
6622.47         136.0419
6623.47         135.4675
6624.47         137.3077
6625.47          140.012
6626.47         141.7504
6627.47         143.3353
6628.47         143.3926
6629.47         140.2482
6630.47         139.0196
6631.47         138.7445
6632.47         136.1586
6633.47          134.552
6634.47         136.9231
6635.47         139.9637
6636.47         139.0196
6637.47         138.1933
6638.47         139.7799
6639.47         141.3352
6640.47         139.9547
6641.47         138.0805
6642.47          138.523
6643.47         139.9762
6644.47         139.2881
6645.47         138.9227
6646.47         141.0955
6647.47         141.9492
6648.47         141.2265
6649.47         138.8916
6650.47         135.0965
6651.47         134.6319
6652.47         138.1957
6653.47         141.1703
6654.47         139.9454
6655.47         139.6397
6656.47         141.4516
6657.47         140.5434
6658.47         138.3194
6659.47          136.665
6660.47         136.2681
6661.47         137.3137
6662.47         137.7445
6663.47         136.7917
6664.47         136.1626
6665.47         137.4292
6666.47         138.7131
6667.47         138.2576
6668.47         138.3753
6669.47         140.9861
6670.47         142.9003
6671.47         140.7867
6672.47         140.0241
6673.47         142.0327
6674.47         144.0874
6675.47         145.0663
6676.47         145.3916
6677.47         145.3017
6678.47         144.1035
6679.47         141.5436
6680.47         139.7591
6681.47         139.7704
6682.47          139.382
6683.47         138.9273
6684.47         138.5888
6685.47         137.6222
6686.47          137.396
6687.47         139.8694
6688.47         143.4982
6689.47         144.0013
6690.47         143.8557
6691.47         143.7719
6692.47         141.4778
6693.47         139.9901
6694.47         139.9938
6695.47         139.5648
6696.47          138.086
6697.47         136.1889
6698.47         136.0347
6699.47         138.6527
6700.47         140.9059
6701.47         142.3076
6702.47         143.0802
6703.47         141.7381
6704.47         141.7035
6705.47         143.0464
6706.47         142.3348
6707.47         142.0402
6708.47         144.8445
6709.47         149.3581
6710.47         152.5819
6711.47          160.431
6712.47          180.859
6713.47         211.4635
6714.47         236.1001
6715.47         250.2791
6716.47          250.983
6717.47         227.6762
6718.47         194.5819
6719.47         168.9248
6720.47          154.457
6721.47         147.8726
6722.47         146.4841
6723.47         149.1091
6724.47         153.6249
6725.47         158.1613
6726.47         173.0447
6727.47         210.4296
6728.47         257.8463
6729.47         283.4324
6730.47         271.6561
6731.47         243.0655
6732.47         210.0894
6733.47         180.0255
6734.47         159.8976
6735.47         149.0396
6736.47         143.2263
6737.47         139.9725
6738.47         139.8478
6739.47          140.405
6740.47         139.8462
6741.47         138.4059
6742.47         135.5945
6743.47         134.1398
6744.47         136.1514
6745.47         139.3035
6746.47         141.2128
6747.47          141.426
6748.47         140.8317
6749.47         139.6078
6750.47         138.5007
6751.47         138.4303
6752.47         139.1939
6753.47         138.9007
6754.47          137.728
6755.47         138.4108
6756.47         142.2142
6757.47         144.4888
6758.47         143.2018
6759.47          143.983
6760.47          145.028
6761.47         144.8187
6762.47         144.9177
6763.47         143.5187
6764.47         142.0674
6765.47         141.8418
6766.47         140.6214
6767.47         140.7217
6768.47         141.9139
6769.47         140.7243
6770.47         138.2579
6771.47         137.9976
6772.47         140.9471
6773.47         143.7549
6774.47         143.4873
6775.47         141.5029
6776.47         142.4204
6777.47         147.6364
6778.47         149.5334
6779.47         144.8115
6780.47          141.693
6781.47         141.6981
6782.47         142.0072
6783.47         141.4139
6784.47         141.7675
6785.47          141.124
6786.47         138.3283
6787.47         137.2735
6788.47         137.8003
6789.47         140.1126
6790.47         144.1854
6791.47         144.2925
6792.47         140.4732
6793.47         137.3068
6794.47         137.0556
6795.47         139.2555
6796.47         141.4339
6797.47         141.4738
6798.47         139.5839
6799.47         137.7318
6800.47          137.506
6801.47         138.8469
6802.47         141.5043
6803.47         143.6938
6804.47         143.7662
